	Episesarma_versicolor1	Episesarma_versicolor2	Episesarma_versicolor3	Parasesarma_affine	Parasesarma_continentale	Orisarma_dehaani1	Orisarma_dehaani2	Orisarma_dehaani3	Orisarma_intermedium	Orisarma_sinense	Clistocoeloma_villosum	Fasciarma_fasciatum	Macrophthalmus_definitus1	Macrophthalmus_definitus2	Macrophthalmus_definitus3	Mictyris_brevidactylus	Metaplax_longipes1	Metaplax_longipes2	Metaplax_longipes3	Metaplax_tredecim1	Metaplax_tredecim2	Metaplax_tredecim3	Metaplax_tredecim4	Gelasimus_borealis1	Gelasimus_borealis2	Gelasimus_borealis3	Tubuca_arcuata1	Tubuca_arcuata2	Paraleptuca_splendida1	Paraleptuca_splendida2	Ocypode_ceratophthalmus	Hemigrapsus_penicillatus	Metopograpsus_frontalis1	Metopograpsus_frontalis2	Metopograpsus_frontalis3	Etisus_laevimanus	Leptodius_affinis	Thalamita_danae1	Thalamita_danae2	Scylla_paramamosain	Epixanthus_frontalis1	Epixanthus_frontalis2	Epixanthus_frontalis3
1.-.-.-	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	9	2	0	0	6	0	0	0	0	0
1.1.3.-	33	3647	100	0	11	74	218	11	0	187	42	80	75	94	53	281	0	53	15	18	21	27	25	201	138	69	1206	12	49	235	18	18	137	50	118	563	0	39	0	0	800	3	9
1.1.3.10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	3	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.1.3.13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
1.1.3.38	0	43	1	7	0	0	0	0	0	0	0	43	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	11	9	7	0	0	0	0	0	0	0	0
1.1.3.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	6	0	0	0	0	0	0	0	0
1.1.3.47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14
1.1.3.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.1.99.-	2	18	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.1.99.18	0	50	0	18	0	6	2	13	0	5	0	0	9	4	0	33	0	0	0	0	0	6	0	4	10	3	12	0	0	19	0	3	23	18	14	26	0	0	0	0	0	0	7
1.1.99.29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0
1.10.3.-	0	0	0	217	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	70	32	106	0	0	0	26	0	0	0	563	0	0	0	697	154	0	0	0	0	458	389	268
1.10.3.2	8	90	10	22	4	82	35	24	0	0	0	5	11	6	2	0	0	0	0	0	0	14	1	35	19	8	27	1	0	12	0	0	0	8	0	25	0	0	0	0	35	22	2
1.14.99.54	0	0	0	0	0	2	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1.14.99.56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0
1.6.5.6	0	0	0	0	0	0	0	0	0	0	0	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2.4.1.-	33	190	5	213	25	24371	8	178	0	45	6	6	13	11	5	50	20	2	5	3	1	93	4	8	9	4	59	6	8	76	0	0	4	20	157	546	0	0	7	34	156	457	40
2.4.1.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	1	1	1	4	0	0	0	0	0	0	0	0	0	0	5	1	0	0	0	0	0	0	0	0	0
2.4.1.109	0	7	14	0	0	0	0	0	0	0	0	0	3	7	1	0	0	0	0	0	0	0	0	6	9	3	8	0	0	0	0	0	5	3	0	16	0	0	0	0	0	0	0
2.4.1.129	2	3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	54	31	16	15	0	190	28	0	0	0	4	26	30	0	60	17	0	9	272	0
2.4.1.13	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	4	5	0	6	0	0	0	0	0	0	0	0
2.4.1.15	0	0	0	0	0	10	1	2	0	0	0	18	0	0	0	1	0	8	2	0	0	0	0	10	0	0	5	0	0	5	0	0	0	0	0	7	0	0	0	0	0	0	0
2.4.1.18	0	0	0	34	0	0	0	0	0	0	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
2.4.1.19	0	3	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0
2.4.1.20	0	41	2	0	0	2	4	0	0	0	0	0	12	13	0	16	0	5	0	0	0	0	0	0	0	0	6	0	0	2	0	0	26	13	5	0	0	0	0	0	0	0	0
2.4.1.21	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	4	7	0	0	0	0	0	0	0
2.4.1.211	0	42	2	40	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	78	0	0	0	0	0	0	0	0	0	0	0	0
2.4.1.213	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2.4.1.217	0	41	2	0	0	0	21	0	0	0	0	0	5	0	3	14	4	0	0	0	0	0	0	0	0	0	10	0	0	13	0	13	0	2	0	16	0	0	0	0	0	2	17
2.4.1.245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2.4.1.247	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2.4.1.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2.4.1.255	0	1	0	0	0	0	0	0	0	0	0	0	2	6	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2.4.1.266	0	52	0	0	14	0	0	0	0	0	0	0	6	2	0	0	0	2	1	1	6	8	2	13	6	0	17	0	13	33	0	0	26	35	35	29	0	0	0	0	0	0	0
2.4.1.270	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2.4.1.281	0	0	0	0	0	149	0	5	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2.4.1.31	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2.4.1.319	0	0	0	0	0	445	2	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2.4.1.320	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	24	0	0	0	0	0	0	0	0	0	0	0	0	0
2.4.1.321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	99	0	0	0	0	0	0	0
2.4.1.329	0	52	2	0	0	0	0	0	0	0	0	5	5	2	0	7	0	0	0	0	0	0	0	15	5	0	0	0	0	10	0	0	11	13	3	17	0	0	0	0	302	2	0
2.4.1.334	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2.4.1.352	0	19	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	15	10	0	0	0	0	0	0
2.4.1.359	6	44	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2.4.1.4	0	0	0	0	0	0	1	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	2	0	0	0	0	0	0	0	0	0	0	0	0	0
2.4.1.5	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2.4.1.69	0	10	0	0	0	1553	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0
2.4.1.7	0	10	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	2	0	0	8	0	0	8	0	0	0	0	0	0	0
2.4.1.8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	1900	0
2.4.1.97	0	45	0	0	0	4	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	2	6	36	0	8	0	0	0	5	5	8	8	0	0	0	0	0	0	0
2.4.2.-	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2.4.99.-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0
2.4.99.1	1004	6551	377	2048	411	3215	77	92	62	755	16	743	315	263	84	986	173	1527	282	107	266	320	235	936	659	340	1326	88	160	475	7608	420	1635	1839	1342	3614	492	127	80	135	1061	1493	1077
3.-.-.-	0	0	0	0	0	897	10	117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3.1.1.-	4	111	2	4	0	1	8	0	0	0	0	12	0	0	0	0	0	0	0	0	1	9	0	7	4	0	163	0	9	16	0	0	4	2	3	63	0	0	0	0	0	0	6
3.1.1.6	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3.1.1.72	0	0	0	0	0	1	6	0	0	0	0	19	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3.1.1.73	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3.2.1.-	121	2229	74	297	32	39	50	38	34	99	7	157	3	8	3	88	13	59	138	45	39	130	101	19	19	19	92	0	16	45	0	10	32	29	58	270	0	8	7	34	35	3	8
3.2.1.1	317	219	131	39	0	0	0	0	18	0	0	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	4	0	0	28	14	17	28	0	0	0	0	9	1	0
3.2.1.10	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3.2.1.11	0	54	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0
3.2.1.113	0	0	0	0	0	37	140	36	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	9	0	1	0	1
3.2.1.114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3.2.1.116	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3.2.1.126	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3.2.1.129	2	30	2	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	2	4	0	0	0	0	0	14	0	1	0	0	17	0	0	0	0	0
3.2.1.130	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3.2.1.132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3.2.1.133	0	0	0	307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3.2.1.14	738	1201	97	413	87	23	42	4	17	59	11	38	21	25	7	40	3	1166	61	54	73	136	235	56	117	97	162	0	0	43	719	38	424	3233	333	123	0	26	7	4875	160	20	84
3.2.1.140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9
3.2.1.141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
3.2.1.145	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3.2.1.146	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	29	4	0	0	0	0	0	0	0	0	0	0	0	0	0
3.2.1.150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	1	2	2	35	0	0	0	0	0	0	0
3.2.1.151	5	250	28	0	3	0	0	0	0	0	0	7	25	44	19	62	0	3	0	10	18	31	4	100	79	39	65	0	0	22	0	0	95	38	69	74	0	12	5	0	407	44	89
3.2.1.155	0	32	10	22	0	1	6	0	0	0	0	58	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	38	22	17	23	0	8	0	0	37	0	0
3.2.1.158	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0
3.2.1.159	0	0	0	0	0	0	0	0	0	0	0	0	4	4	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	28	16	4	12	0	0	0	0	0	5	13
3.2.1.169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3.2.1.17	0	0	0	0	0	0	0	15	0	0	0	0	18	0	3	11	0	0	0	0	0	0	0	8	8	4	0	0	0	22	0	0	0	0	0	0	0	0	0	0	4	0	0
3.2.1.176	0	0	0	0	0	0	1	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3.2.1.177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3.2.1.178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	2	0	0	0	0	0	0	13	6	0	0	0	0	0	0	0	7	0
3.2.1.18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	5	0	0	0	0	11	0	0	5
3.2.1.20	0	0	0	0	0	4	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3.2.1.205	0	33	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	2	0	0	0	0	0	0	0	0
3.2.1.21	225	2787	124	3	3	71	29	18	72	335	8	69	2	8	2	15	0	1	0	1	27	30	3	11	0	1	150	0	0	10	0	0	4	0	2	1330	0	6	0	0	8	3	2
3.2.1.211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3.2.1.212	18	20	21	12	0	1	11	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	8	0	0	27	0	4	7	0	36	0	0	351	427	249
3.2.1.22	0	21	0	3	0	0	0	10	0	0	0	0	0	0	0	9	0	0	0	2	10	0	46	3	2	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3.2.1.23	27	205	107	34	0	279	0	19	61	40	3	16	3	15	0	0	15	62	467	116	58	336	313	11	8	7	39	0	0	7	0	0	0	0	0	57	7	13	8	0	24	0	1
3.2.1.24	0	0	0	0	0	0	0	0	7	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0
3.2.1.25	24	106	20	49	0	62	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	8	0	8	0	0	0	0
3.2.1.26	0	0	0	4	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	78	104	0	0	0	0	0	0	0	0
3.2.1.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0	0
3.2.1.31	0	16	5	1640	0	0	0	0	27	18	0	124	0	0	0	0	0	0	0	0	0	0	0	3	2	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3.2.1.32	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	8	0	3	0	0	0	0	0	0	0
3.2.1.37	15	492	48	0	0	0	0	0	0	0	0	4	7	3	3	41	0	8	0	0	0	0	9	18	8	3	45	0	17	21	927	0	5138	8057	1295	53	15	0	0	0	215	88	423
3.2.1.39	10	454	96	85	0	67	25	9	0	59	0	7	2	7	8	180	2	24	26	4	9	13	8	100	95	40	35	8	0	188	0	21	223	54	59	160	0	30	96	0	26	0	12
3.2.1.4	1532	5279	534	3003	452	2343	123	98	196	1017	24	881	137	147	47	434	24	1210	208	109	332	258	357	866	709	252	586	160	89	646	4581	538	623	1287	742	1940	295	51	32	152	4436	2363	2443
3.2.1.40	0	55	2	9	0	0	0	0	0	1	0	0	4	11	4	0	0	106	545	0	0	0	0	4	13	0	70	0	0	0	0	3	15	6	4	0	0	9	0	0	0	0	0
3.2.1.41	0	44	0	0	0	0	1	11	0	0	0	0	0	0	0	27	0	0	0	1	0	1	2	10	1	2	4	0	0	0	0	0	1	12	0	35	0	0	0	0	0	0	0
3.2.1.45	2	130	4	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	8	1	0	0	0	3	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
3.2.1.49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	12	3	44	0	0	2	11	0	20	2	16	16	0	0	0	0	810	776	405
3.2.1.51	0	380	2	697	0	0	0	0	0	0	0	0	4	0	0	0	0	31	73	16	1	8	15	2	2	2	3	0	6	166	9368	0	3	5	11	0	0	0	0	0	955	26	28
3.2.1.52	0	308	0	0	0	9	4	0	0	15	4	11	2	0	0	0	0	0	0	0	0	0	0	5	0	0	16	0	0	0	0	0	0	2	0	25	63	0	5	0	0	14	10
3.2.1.54	0	0	0	6	0	22	4	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	18	0	0	0	0	0	0	0	0	0
3.2.1.55	7	90	39	0	0	7	12	8	0	0	0	87	0	0	0	6	0	0	0	0	0	6	4	1	5	1	8	1	0	0	0	0	3	0	2	0	0	0	8	0	406	68	728
3.2.1.58	4	32	0	196	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	11	5	0	0	6	0	0	0	0	0
3.2.1.59	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3.2.1.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3.2.1.61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0
3.2.1.63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	171	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3.2.1.68	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0
3.2.1.7	0	14	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0
3.2.1.70	0	206	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3.2.1.73	1	39	3	0	0	182	8	0	0	0	44	59	0	0	0	0	0	0	0	0	0	0	0	4	3	0	40	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0
3.2.1.74	18	21	8	29	0	8	6	0	0	82	0	0	0	0	0	57	0	0	0	0	3	4	0	24	11	7	46	0	0	19	0	0	43	12	22	45	0	29	0	0	8	0	10
3.2.1.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	7	0	0	0	0	0	0	4	0	0
3.2.1.78	3	41	6	9	0	702	0	49	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	5	0
3.2.1.8	236	4255	471	796	2	992	21	50	0	190	2	895	13	28	13	86	154	44	605	223	90	1208	534	68	68	33	198	9	0	49	0	6	88	34	64	1675	18	3	0	0	12	89	1569
3.2.1.81	6	53	10	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	7	2	1	0	5	15	4	0	0	0	0	0	0	11	1	23	23	187	0	0	0	1350	1231	2307
3.2.1.86	0	0	0	110	0	258	0	14	0	0	0	0	0	0	0	0	0	0	0	44	23	71	94	0	0	0	0	0	0	0	0	0	30	2	34	0	0	0	0	0	0	0	0
3.2.1.88	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3.2.1.89	22	80	60	36	0	0	0	0	0	0	0	113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3.2.1.91	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3.2.1.94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3.2.1.98	0	0	0	0	0	9	26	4	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3.2.1.99	4	1048	55	505	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3.5.1.-	0	20	1	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4.2.2.-	47	17	8	5	0	24	8	14	17	9	0	0	2	1	1	20	0	0	0	2	0	7	0	14	23	5	6	0	0	0	0	0	51	8	111	4	0	0	0	0	4390	479	3655
4.2.2.10	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4.2.2.11	131	55	24	171	0	0	0	0	81	0	0	0	14	9	4	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	190	0	0	0	0	15	0	0	0	0	0	0
4.2.2.12	0	13	0	0	0	0	1	1	0	0	0	6	0	2	5	18	0	0	0	0	0	5	2	4	2	1	22	0	0	34	0	0	0	0	0	26	0	0	0	0	0	0	0
4.2.2.14	0	0	0	0	0	0	0	0	0	32	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	4	16	0	0	0	0	0	0	0	0
4.2.2.16	0	0	0	0	0	0	0	0	0	264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4.2.2.2	1383	578	175	1826	261	0	2	3	253	0	0	72	0	0	0	13	0	0	0	27	104	0	0	5	0	4	5	0	0	0	0	366	0	0	0	0	0	0	0	0	0	0	0
4.2.2.20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4.2.2.23	33	1041	16	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4.2.2.25	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
