	Episesarma_versicolor1	Episesarma_versicolor2	Episesarma_versicolor3	Parasesarma_affine	Parasesarma_continentale	Orisarma_dehaani1	Orisarma_dehaani2	Orisarma_dehaani3	Orisarma_intermedium	Orisarma_sinense	Clistocoeloma_villosum	Fasciarma_fasciatum	Macrophthalmus_definitus1	Macrophthalmus_definitus2	Macrophthalmus_definitus3	Mictyris_brevidactylus	Metaplax_longipes1	Metaplax_longipes2	Metaplax_longipes3	Metaplax_tredecim1	Metaplax_tredecim2	Metaplax_tredecim3	Metaplax_tredecim4	Gelasimus_borealis1	Gelasimus_borealis2	Gelasimus_borealis3	Tubuca_arcuata1	Tubuca_arcuata2	Paraleptuca_splendida1	Paraleptuca_splendida2	Ocypode_ceratophthalmus	Hemigrapsus_penicillatus	Metopograpsus_frontalis1	Metopograpsus_frontalis2	Metopograpsus_frontalis3	Etisus_laevimanus	Leptodius_affinis	Thalamita_danae1	Thalamita_danae2	Scylla_paramamosain	Epixanthus_frontalis1	Epixanthus_frontalis2	Epixanthus_frontalis3
Pseudonocardiales bacterium (no family in NCBI)	0	8	0	0	0	0	95	4	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
Pseudorhodoplanes (no family in NCBI)	2	106	8	83	0	89	66	57	0	0	24	48	0	0	0	8	0	0	0	0	0	0	0	0	0	0	2420	32	0	22	0	34	6	10	0	16	0	0	0	0	0	0	0
Pseudorivibacter (no family in NCBI)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Psychromonadaceae	273	1366	73	84	39	0	0	11	59	33	51	1606	2	10	0	70	0	12	0	4	12	18	12	106	68	46	0	0	0	0	16	341	123	48	373	338	84	21814	50	0	1	0	8
Puniceicoccaceae	477	1865	331	1169	2	22	2	0	0	82	0	54	300	285	70	190	0	20	8	101	33	74	19	210	203	98	389	61	773	301	0	69	575	298	695	1396	18	170	4	0	17	8	39
Puniceicoccales bacterium (no family in NCBI)	6	146	7	0	0	0	0	0	0	0	0	0	4	16	4	23	0	0	0	4	0	3	4	28	19	6	6	0	8	29	0	0	0	0	0	8	0	0	0	0	0	0	0
Pyrinomonadaceae	0	23	0	94	0	2	14	22	0	9	0	50	14	1	2	242	2	10	0	0	1	4	0	43	24	20	124	2	0	24	0	0	53	30	0	42	0	4	49	0	7766	28	32
Raineyaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	22	4	25	0	0	0	0	0	0	0	0
Rarobacteraceae	0	6	0	8	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Reichenbachiellaceae	78	667	129	67	4	0	0	0	17	0	0	371	16	4	0	302	89	9	1	45	29	110	30	232	129	139	0	23	10	216	66	18	413	138	130	596	12	41	7	14	257	138	273
Reyranella (no family in NCBI)	1	42	2	36	4	1050	85	54	0	22	99	110	0	0	0	0	0	4	0	6	0	10	2	17	9	6	169	0	46	1	0	8	4	2	0	16	0	0	0	0	0	0	0
Rhabdaerophilaceae	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rhabdochlamydiaceae	0	0	0	58	0	0	13	6	0	0	0	0	0	0	0	0	0	0	65	0	0	0	0	0	0	0	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rhizobacter (no family in NCBI)	0	0	0	0	0	127	6	0	0	28	0	286	0	0	0	0	2	12	3	0	0	0	0	0	0	0	213	0	0	10	0	0	0	16	0	12	0	0	0	0	0	0	0
Rhizobiaceae	4960	92397	8487	13481	2031	185344	37884	21548	469	1078601	3068	11047	3198	1965	1081	1929	832	1343	587	1463	1263	3999	2946	3450	2979	1540	31527	9480	4115	9474	492	443	6058	5421	3245	32882	95	448	4257	28	47519	6598	2023
Rhizobiales bacterium (no family in NCBI)	71	1774	83	316	25	7371	3054	2114	4	716	144	9873	81	88	31	39	670	148	6	60	21	59	47	63	32	10	5479	99	704	1380	24	82	161	242	382	1431	18	8	54	0	184	1441	6354
Rhodanobacteraceae	106	687	34	461	8	86	14	0	50	1489	0	467	223	212	100	618	13	451	52	35	86	141	48	617	379	250	2465	49	34	159	0	110	662	288	459	1000	153	60	25	0	8	16	88
Rhodobacteraceae	152295	3317812	504255	160847	28454	199082	147150	18255	3584	64889	3799	468900	99643	93671	40857	517948	7266	126938	23106	27410	100202	97470	69064	776381	522392	374350	538481	42210	180927	422685	128606	349638	816419	563339	1104745	3669879	1959	85790	57429	156	2967301	590529	386368
Rhodobacterales bacterium (no family in NCBI)	148	1536	111	34	30	54	11	0	0	0	0	8	134	103	50	307	2	8	12	64	92	141	46	1151	832	616	407	57	18	132	0	0	651	513	209	46	0	2	62	0	75	100	12
Rhodobiaceae	296	29556	249	36	14	24	26	0	0	6	6	368	99	53	21	98	0	21	1	16	5	26	22	99	110	60	1045	28	156	218	7	68	210	93	104	341	0	37	10	0	10	14	96
Rhodocyclaceae	69	286	16	42	4	162	101	94	8	658	4	20	79	102	12	118	0	170	29	56	36	53	41	97	83	36	1018	19	24	18	8	15	115	20	40	504	6	6	10	0	0	45	4
Rhodocyclales bacterium (no family in NCBI)	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rhodospirillaceae	698	28711	1113	609	300	874	232	144	105	366	160	954	815	715	274	1635	440	944	1102	320	268	1159	418	1686	1246	659	3339	390	1356	2300	123	2253	1588	1362	2475	143050	374	73	195	95	1885	804	3384
Rhodospirillales bacterium (no family in NCBI)	4	304	18	28	30	126	88	35	0	4	16	60	25	23	4	53	0	0	0	15	5	31	6	39	30	15	184	36	168	806	0	4	65	154	49	690	0	0	6	0	0	4	64
Rhodothalassiaceae	0	16	0	0	0	0	0	0	9	0	0	0	8	6	0	0	0	0	0	0	0	0	0	0	0	0	10	18	0	0	0	0	0	0	0	4	0	0	0	0	33	0	0
Rhodothermaceae	4	180	12	15	0	8	6	0	11	0	0	14	2	7	0	36	0	4	0	8	79	11	61	28	22	31	66	10	0	44	0	8	87	38	64	254	0	9	0	0	41	7719	5401
Rhodothermales bacterium (no family in NCBI)	0	23	7	0	0	0	0	0	0	0	0	0	24	45	7	147	0	0	0	0	0	0	0	14	17	16	21	18	0	76	0	0	40	14	23	72	0	0	0	0	0	10	22
Rickettsiaceae	0	31	0	181	0	164	0	2	20	16	33	95	24	20	0	16	0	6	6	18	20	193	46	0	0	0	405	73	0	104	0	179	44	17	10	93	362	2	1151	101	0	0	0
Rickettsiales bacterium (no family in NCBI)	9	60	4	0	0	0	0	0	0	0	0	0	4	6	2	0	0	8	0	3	4	0	6	10	28	4	212	6	0	0	8	6	2	4	0	93	0	128	6	0	57	56	110
Rickettsiales endosymbiont of Trichoplax sp. H2 (no family in NCBI)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0
Rikenellaceae	32	359	70	81	0	133	4	23	106	43	0	82	8	6	0	58	0	0	27	2	17	4	55	115	73	54	205	7	86	68	150	143	72	81	697	32	0	4	4	25	42	249	278
Rivibacter (no family in NCBI)	0	10	0	0	0	0	0	0	0	0	0	6	4	4	2	24	0	0	0	0	0	0	0	15	2	2	30	0	0	0	0	0	2	4	2	43	0	0	0	0	0	0	12
Rivulariaceae	0	0	0	0	0	0	0	0	0	6	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	18	0	0	0	14	0	0	0	0	0	0	0	0	0
Robiginitomaculaceae	0	253	33	30	6	0	0	0	0	0	0	31	0	0	0	33	61	30	15	2242	2144	11780	4667	27	33	6	76	0	0	214	46	34	64	31	115	214	95	0	0	0	27221	31	48
Romeriaceae	0	0	0	0	0	0	0	0	0	0	0	0	6	0	2	0	0	0	0	0	0	0	9	0	0	0	0	0	0	35	0	0	0	0	0	6	0	0	0	0	0	0	0
Roseateles (no family in NCBI)	0	0	0	0	0	152	7	0	0	75	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Roseiarcaceae	2	100	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	12	0	0	18	0	0	0	0	0	0	0	0	0	0
Roseiflexaceae	0	324	7	757	0	4	6	55	0	206	0	0	53	31	12	34	0	24	0	4	1	4	2	12	4	2	1736	27	30	17	0	20	31	20	27	12	0	0	0	0	8	0	20
Roseivirgaceae	19	186	109	142	1	0	0	0	0	0	6	22	24	39	8	489	0	2	6	45	34	109	30	298	232	147	82	42	290	176	56	201	3897	383	1211	332	0	1069	0	0	57	98	15
Ruaniaceae	0	341	10	10	4	14	96	8	0	131	0	0	0	0	0	0	0	0	0	0	0	8	12	0	0	0	89	0	0	18	0	6	0	0	0	0	0	0	0	0	69	0	0
Rubricoccaceae	24	39	2	0	0	0	0	0	0	0	0	0	4	2	0	0	24	80	5	6	0	0	0	6	18	6	8	0	0	14	0	0	12	2	0	0	0	0	0	0	6	120	76
Rubritaleaceae	4	733	73	458	0	6	0	0	0	0	6	154	73	93	12	132	0	8	0	0	13	10	2	625	358	321	438	85	266	41	1008	28	621	242	415	7149	12	46	2	0	993	36	157
Rubrivivax (no family in NCBI)	0	108	0	65	0	302	6	2	0	68	0	32	34	40	22	109	0	118	0	0	0	0	0	4	6	6	6814	3	0	4	0	0	30	32	23	62	0	0	0	0	0	0	0
Rubrobacteraceae	18	1061	47	18	0	2694	2674	255823	25	65	0	31	12	14	0	0	0	16	6	1	10	76	24	0	4	0	384	4	447	146	0	2	349	2196	442	25	0	0	26	0	0	0	18
Saccharospirillaceae	249	696	69	200	0	78	74	53	215	20	0	176	54	54	12	33	6	28	11	2	17	0	12	35	43	36	277	2	0	67	0	0	14	23	154	241	79	119	0	0	10	0	14
Saezia (no family in NCBI)	0	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0
Salibacteraceae	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	177	0	30	0	4	0	0	0	0	0	4	30	4
Salinarimonadaceae	0	0	0	0	2	8	8	4	0	16	0	0	8	6	2	0	0	0	0	2	2	4	2	29	19	17	11	0	0	20	0	0	0	6	6	72	0	0	0	0	36	58	92
Salinisphaeraceae	0	48	2	24	0	13	19	6	0	12	0	0	4	8	2	0	0	24	1	0	3	4	0	8	0	0	163	0	0	0	0	0	486	28	44	129	0	0	0	0	2	20	73
Salinivirgaceae	185	2812	299	37	11	0	0	0	262	0	0	0	0	0	0	68	56	0	65	0	12	47	6	33	17	0	0	61	0	0	12	0	48	26	3	0	0	0	0	48	2	20	10
Sandaracinaceae	19	239	5	6	6	5	7	2	0	58	10	86	22	34	17	8	0	8	0	7	13	77	18	142	72	64	348	6	38	76	0	31	112	61	75	95	0	0	6	0	10	39	32
Sanguibacteraceae	0	87	0	92	0	5	15	2	0	38917	0	0	7	2	2	0	0	0	0	0	0	0	0	0	0	0	19	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
Saprospiraceae	531	1436	604	2801	32	139	22	20	13	176	0	342	626	801	195	4259	39	290	129	201	509	1267	429	5143	4874	2660	525	150	172	873	366	660	7122	1400	2730	419	5278	2401	100	6	1909	13807	415
Saprospirales bacterium (no family in NCBI)	0	7	0	0	0	8	2	0	0	0	0	0	0	0	0	0	0	2	18	0	0	0	0	70	46	38	0	0	0	13	0	0	24	12	1	0	0	2	0	0	20	0	0
SAR202 cluster (no family in NCBI)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	10	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
SAR324 cluster (no family in NCBI)	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	8	0	0	0	10	6	12	2	12	12	1	0	0	0	0	0	0	4	2	4	127	0	0	0	0	0	0	0
SAR86 cluster (no family in NCBI)	0	0	0	0	0	0	0	0	0	0	0	0	2	4	0	0	0	0	0	2	3	10	14	0	0	0	8	0	0	0	0	0	6	1	0	40	0	0	0	0	0	0	22
Schleiferiaceae	872	8204	8000	27	10	64	26	18	0	0	0	823	14	4	0	287	8	0	0	17	50	60	23	63	125	48	24	76	0	92	56	30	457	74	142	52	0	318	0	0	110	6	55
Scytonemataceae	0	0	0	3	0	146	59	203	0	0	0	6	6	15	2	14	0	0	0	0	0	10	0	11	6	5	616	6	0	48	0	0	45	76	0	36	0	0	0	0	0	11	30
Sedimentibacter (no family in NCBI)	0	0	0	0	0	202	0	57	0	0	0	0	0	0	0	105	0	0	3	25	11	81	136	0	0	0	34	0	0	0	0	0	0	0	0	0	217	0	0	0	0	0	0
Sedimenticola (no family in NCBI)	15	321	16	53	21	0	0	0	0	0	0	13	561	675	216	36	2	179	25	49	47	81	47	412	477	210	699	4	18	26	0	0	583	236	194	3906	338	0	0	0	0	0	0
Sedimentisphaeraceae	0	48	0	0	0	0	0	0	0	0	0	0	2	4	0	8	0	0	0	0	0	0	0	22	10	13	12	0	0	0	0	0	13	2	5	10	0	18	0	0	0	0	30
Sedimentisphaerales bacterium (no family in NCBI)	4	70	4	0	0	0	0	0	0	0	0	0	10	3	0	0	0	10	2	0	0	0	0	8	4	5	52	4	22	2	0	0	0	0	0	0	0	0	0	0	0	0	0
Segnochrobactraceae	4	173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Selenomonadaceae	328	609	68	53	1410	725	0	24	2393	0	175	153	0	0	0	103	0	4	0	267	13483	166	32497	0	0	0	8	2	80	0	0	0	2	6	14	0	9	10	0	0	601	165	567
Shewanellaceae	3021	13355	607	307328	170	289930	11927	125083	474	1280472	23941	526673	372	360	119	720	804	305181	10664	130	208	357	163	646	575	263	5117	164	108	210	387	70137	2920	1210191	5854	3507	610	737	106591	0	4277	337	6236
Simkaniaceae	0	24	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	74	0	0	12	0	0	0	14	0	0	0	0	0	0	0	0	0
Sinobacteraceae	36	489	19	61	2	26	8	4	0	13720	0	141	41	35	7	143	0	38	0	5	20	30	21	156	77	93	987	0	0	5	0	4	183	94	67	138	39	0	0	0	16	8	8
Sneathiellaceae	8	485	44	6	18	0	0	0	0	0	0	4	13	15	8	6	8	0	0	8	4	27	2	56	53	16	142	0	12	162	16	4	56	45	66	872	0	0	0	0	15	22	80
Sneathiellales bacterium (no family in NCBI)	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solemya elarraichensis gill symbiont (no family in NCBI)	0	0	0	0	0	0	0	0	0	0	0	0	22	11	4	0	0	0	0	0	0	0	0	12	9	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solemya pervernicosa gill symbiont (no family in NCBI)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71	0	0	0	0	0	0	0
Solemya velesiana gill symbiont (no family in NCBI)	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Solemya velum gill symbiont (no family in NCBI)	4	79	6	15	0	0	0	0	0	0	0	0	27	23	12	0	0	0	0	4	6	0	0	47	36	32	0	0	0	0	0	0	122	45	8	0	0	0	0	0	0	0	0
Solibacteraceae	22	251	82	29	0	0	0	0	4	0	0	64	10	7	2	0	0	19	0	0	0	6	0	29	14	16	99	7	0	12	0	0	2	5	10	10	0	0	0	0	0	0	0
Solirubrobacteraceae	24	2028	22	52	0	5265	7854	3052	0	416	165	373	14	8	4	30	0	3	0	6	4	2	6	34	31	6	421	4	262	232	0	68	108	182	200	91	0	10	197	0	0	0	0
Solirubrobacterales bacterium (no family in NCBI)	37	13167	34	24	0	113	192	166	0	6	8	14	0	0	0	8	0	0	0	4	0	16	4	0	0	0	230	0	110	406	0	0	0	0	0	10	0	0	6	0	0	6	10
Solirubrum (no family in NCBI)	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sorangiineae bacterium (no family in NCBI)	0	111	6	0	0	6	0	0	0	0	0	186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Spartobacteria bacterium (no family in NCBI)	0	29	0	16	0	40	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sphaerobacteraceae	0	12	0	0	0	2	0	24	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	4	0	6	0	0	0	6	0	0	0	0	0	0	0
Sphaerochaetaceae	0	68	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1185	502	91	38	0	0	0	0	0	15	7	17	0	0	0	0	0	0	0	0
Sphaerotilus (no family in NCBI)	2	14	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sphingobacteriaceae	319	2990	644	4079	6	431	185	59	129	197	258	3422	45	58	15	760	54	281	256	133	192	616	189	1046	887	637	722	302	48	591	1562	112	769	168	295	354	158	104	44	11	924	1314	638
Sphingobacteriales bacterium (no family in NCBI)	0	0	0	0	0	16	8	0	0	34	0	81	0	0	0	0	0	0	0	0	0	0	0	6	10	3	4	0	0	4	0	0	0	0	0	10	0	0	0	0	0	12	0
Sphingobacteriia bacterium (no family in NCBI)	0	0	0	0	0	0	0	0	0	0	0	0	6	2	2	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sphingomonadaceae	3477	59114	2973	114382	241	2736	968	290	38492	789589	382	108146	1529	1519	989	2990	914	182085	538	250	512	1177	477	3161	2273	1454	179667	4227	5205	15297	267	1509	5688	2896	1873	2567	330	5917	157	46	16081	3343	2667
Sphingomonadales bacterium (no family in NCBI)	4	394	10	60	12	22	28	0	0	245	0	16	24	15	4	0	8	4	0	17	7	43	20	39	13	7	41	0	100	81	0	6	23	67	14	75	0	24	0	0	259	78	56
Sphingosinicellaceae	4	38	4	82	0	61	22	2	0	50	0	33858	24	21	8	0	10	4	0	0	0	0	0	26	23	24	917	7	23	30	6	6	40	33	17	16	0	8	0	0	80	0	16
Spirochaetaceae	8839	42521	9857	259	14	552	5	160	26503	18	134	0	303	492	173	1046	2	68	12	1958	12035	119	40416	1511	1442	680	654	5	20	171	29	8	2381	674	1372	5754	103	22	0	208	53143	16882	89629
Spirochaetales bacterium (no family in NCBI)	20	185	19	0	0	0	0	0	167	0	0	0	0	0	0	0	0	0	0	0	8	0	11	28	40	17	8	0	0	8	0	0	0	0	0	0	0	0	0	0	440	49	401
Spirochaetes bacterium (no family in NCBI)	33	1191	43	0	0	2	630	0	350	5	0	0	0	9	2	24	0	0	0	4	8	0	29	2	6	2	0	0	0	0	0	4	0	0	0	49	12	0	0	0	0	0	0
Spirochaetia bacterium (no family in NCBI)	0	3	0	0	0	0	0	0	9	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Spiroplasmataceae	250	1873	275	6600	34	1904	1100	4773	449	1731	806	4649	0	0	0	1358	23	273	54	42	113	64	556	182	570	73	50	0	58	220	42	963	184845	81174	163541	1379	349	2	366	6009	1280	244	380
Spirulinaceae	0	59	0	15	0	0	0	0	8	0	0	0	2	21	4	40	0	0	0	0	0	0	10	7	12	6	36	0	39	118	0	11	66	12	2	12	0	0	0	0	0	0	0
Spongiibacteraceae	88	1146	56	181	18	0	4	0	0	38	0	51	137	177	52	1228	129	130	99	33	97	134	49	642	475	335	2781	87	236	48	22	362	885	416	1372	3768	41	587	6	0	293	24	82
Sporichthyaceae	0	179	6	0	0	2	22	8	0	0	28	4	0	0	0	0	0	8	0	0	0	0	0	15	20	14	121	0	62	70	0	4	10	13	54	37	0	0	6	0	34	4	14
Sporolactobacillaceae	0	6	4	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	15	4	0
Sporomusaceae	2	62	634	15	2	84	140	141	12	0	12	0	0	0	0	6	0	0	0	6	37	13	79	0	0	0	0	0	72	24	0	0	0	0	10	0	0	0	0	0	0	0	0
Staphylococcaceae	51	413	72	1000	5	1841	2098	1182	243	1165	387	523	53	111	47	310	8	45	143	25	27	169	206	293	162	434	859	297	62	76	1753	189	230	117	215	213	221	268	60	280	1556	494	618
Stappiaceae	25609	72379	30261	1184	1029	165	495	52	45	126	50	2576	1442	1235	515	1042	247	442	143	654	637	14522	6286	2333	1736	1007	4005	241	1712	4181	125	455	3167	2671	3547	16760	36	247	415	0	3495	1703	1422
Steroidobacteraceae	18	156	5	447	4	12	18	16	6	415	50	7946	63	38	14	89	0	821	38	1	2	4	0	63	29	23	14217	2617	12	57	0	34	50	30	17	186	0	0	0	0	0	4	8
Sterolibacteriaceae	27	117	1	28	0	10	0	2	0	40	18	20	4	0	2	65	0	26	2	0	0	0	0	38	27	17	429	3	0	14	0	0	39	15	1	387	0	0	0	0	10	0	14
Streptococcaceae	902	1029	709	3263	108	4267	4421	19708	10008	6441	11477	3877	2936	2734	2987	6582	19819	23927	12741	19729	15803	17286	17865	3047	2710	2531	1716	1173	285	487	13478	3643	890	1084	983	2673	896	1125	9869	492	765	167	2114
Streptomycetaceae	559	42171	1625	2866	750	7058	8370	4303	148	28839	10776	2737	2107	1057	587	3532	50	837	38	554	158	1971	396	2326	1791	986	16413	716	6354	7243	619	221	1185	2483	3940	4238	80	86	961	0	2026	323	1035
Streptosporangiaceae	58	6260	195	213	111	959	2629	825	12	2505	881	221	331	178	105	583	0	156	0	65	24	330	58	321	215	143	2321	11	687	1167	0	10	94	251	417	562	0	14	31	0	400	28	114
Streptosporangiales bacterium (no family in NCBI)	0	12	1	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Succinivibrionaceae	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69	7	81	3	0	0	0	0	0	0	0	0
Sulfuricellaceae	4	6	2	0	0	8	0	0	0	0	0	0	27	12	4	30	0	0	0	0	0	0	0	4	4	0	38	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0
Sulfurovaceae	9	726	60	24	46	543	200	157	0	0	0	18	99	57	22	815	0	8	0	20	8	80	22	189	243	144	366	38	6	30	0	0	207	236	265	67	6	30	0	0	26	14	0
Sutterellaceae	0	22	0	0	0	3	6	4	0	0	0	0	16	20	4	6	0	23	6	0	0	0	0	0	4	0	269	30	16	6	16	0	6	4	0	9	0	0	0	0	0	0	0
Symbiobacteriaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
Symphyonemataceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0
Synechococcaceae	404	14528	1039	471	117	793	96	24	0	80	103	8	2318	2032	967	485	10	101	22	1770	1123	953	754	23117	20175	14227	1742	10	4734	6537	0	1521	3844	6727	1808	4897	0	111	26	0	144	52	170
Synechococcales bacterium (no family in NCBI)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	5	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Synechococcales cyanobacterium (no family in NCBI)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	2329	11939	0	0	8	0	0	0	0	0	0	0	0	0	0
Synergistaceae	5	41	8	28	0	41	18	8	0	0	0	16	6	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	26	0	0	0	0	0	0	9	0	0	0	328	67	415
Synergistales bacterium (no family in NCBI)	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86	2	9	0	0	0	0	0	0	0	0
Syntrophaceae	14	310	61	211	2	4	19	8	62	20	1177	16	20	23	4	104	4	3848	540	0	6	18	12	80	79	36	12528	365	0	6	0	0	207	163	152	264	8	0	6	8	0	10	38
Syntrophobacteraceae	9	161	11	0	0	14	6	0	6	0	0	0	79	126	20	100	0	212	42	0	0	4	8	177	117	89	258	2	12	49	0	0	99	69	58	599	0	0	0	0	63	0	0
Syntrophobacterales bacterium (no family in NCBI)	0	13	0	0	0	0	0	0	0	0	0	0	6	8	2	0	0	0	0	0	0	0	0	10	0	0	0	0	0	4	0	0	10	12	4	2	0	0	0	0	0	0	0
Syntrophomonadaceae	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	12	0	0	6	0	0	0	0	8	4	0	8	0	0	0	0	0	16	25	0	8	0	0	0	0	0	0	0
Syntrophorhabdaceae	139	302	44	8	0	6	4	0	18	0	0	0	0	0	0	20	0	10	0	0	0	6	6	2	1	4	32	0	0	0	0	0	0	6	2	32	0	0	0	0	0	0	0
Syntrophotaleaceae	20	157	32	4	0	0	0	0	96	0	0	0	4	6	2	0	0	0	0	2	8	0	10	0	0	0	0	0	0	0	0	0	4	1	0	4	0	0	0	0	0	0	0
Tannerellaceae	202	1659	841	121	2	7	2	0	107	0	0	295	4	16	2	22	10	26	42	10	32	1336	76	29	24	18	14482	141	0	28	265	0	65	22	37	41	28	8	0	28	198255	206827	110618
Tenericutes bacterium (no family in NCBI)	0	21	2	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tenuifilaceae	0	29	29	8	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0
Tepidanaerobacteraceae	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tepidiformaceae	0	0	0	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tepidimonas (no family in NCBI)	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	0	0	0	0	0	0	0	0	0
