	Episesarma_versicolor1	Episesarma_versicolor2	Episesarma_versicolor3	Parasesarma_affine	Parasesarma_continentale	Orisarma_dehaani1	Orisarma_dehaani2	Orisarma_dehaani3	Orisarma_intermedium	Orisarma_sinense	Clistocoeloma_villosum	Fasciarma_fasciatum	Macrophthalmus_definitus1	Macrophthalmus_definitus2	Macrophthalmus_definitus3	Mictyris_brevidactylus	Metaplax_longipes1	Metaplax_longipes2	Metaplax_longipes3	Metaplax_tredecim1	Metaplax_tredecim2	Metaplax_tredecim3	Metaplax_tredecim4	Gelasimus_borealis1	Gelasimus_borealis2	Gelasimus_borealis3	Tubuca_arcuata1	Tubuca_arcuata2	Paraleptuca_splendida1	Paraleptuca_splendida2	Ocypode_ceratophthalmus	Hemigrapsus_penicillatus	Metopograpsus_frontalis1	Metopograpsus_frontalis2	Metopograpsus_frontalis3	Etisus_laevimanus	Leptodius_affinis	Thalamita_danae1	Thalamita_danae2	Scylla_paramamosain	Epixanthus_frontalis1	Epixanthus_frontalis2	Epixanthus_frontalis3
K00001	4265	45359	3025	7490	1037	13458	1963	1468	529	5896	352	4238	1240	1261	400	3609	246	5957	1425	378	899	1992	916	6948	5575	2358	12343	247	1022	7409	12314	1591	6374	5768	8148	22754	1693	794	431	367	15539	8794	15433
K00002	83	1083	188	116	3	1382	57	140	24	58	7	231	18	42	6	303	138	31	8	12	43	201	24	362	280	108	279	34	81	200	20	15	302	106	238	313	0	41	12	109	4682	2821	6860
K00003	300	10549	744	719	117	2885	974	722	103	2198	212	1839	696	621	193	1003	345	704	1134	137	216	426	282	2194	1598	777	4856	247	548	1947	3218	422	2029	1177	1591	5762	64	311	151	34	7670	2501	4411
K00004	118	4392	266	144	41	129	89	131	0	902	20	341	161	177	55	688	10	368	80	48	76	172	226	2208	1710	355	975	339	108	1051	2194	132	999	419	1048	2096	19	163	1	0	5287	1210	2506
K00005	1395	4635	273	2800	307	3052	154	336	204	1857	66	385	189	258	27	64	173	265	239	56	211	138	95	491	266	178	324	21	70	218	8545	90	694	2366	670	1917	370	113	121	180	5956	2000	5633
K00006	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65	0	0
K00007	45	3106	48	182	0	82	5	0	0	197	0	46	0	0	0	0	0	0	0	0	40	17	40	0	0	0	56	0	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0
K00008	593	9654	721	1020	77	1999	676	719	70	926	62	741	465	398	158	819	177	324	246	120	128	675	236	1830	1454	636	2461	270	620	2236	758	182	1645	1122	1489	8400	35	99	48	118	7801	3310	10402
K00009	1269	7601	404	2670	322	5426	191	364	164	733	44	192	18	19	3	11	256	1847	417	67	218	134	217	92	96	2	213	0	116	2762	9721	321	419	2257	1381	3860	709	32	62	40	1146	1927	351
K00010	982	23736	1787	1264	246	6952	1225	962	141	4004	241	2115	824	632	335	2283	318	666	947	157	297	736	368	4358	3206	1494	7480	1084	728	4449	1204	342	2916	1790	3224	14068	609	523	189	165	29444	11921	18753
K00011	89	3417	168	603	25	3782	28	313	50	443	7	276	46	37	19	125	17	35	56	22	28	87	71	67	54	30	579	62	0	68	622	8	194	161	117	276	5	34	35	0	1120	351	1485
K00012	2293	21722	2038	6762	493	10098	1180	1480	240	3956	155	3409	585	661	254	2194	327	3495	1583	352	685	1125	890	4200	3090	1259	5038	695	932	2760	20175	1049	4237	3916	4002	14510	1479	505	571	602	16079	10599	11515
K00013	1380	18368	1263	3474	331	5501	577	316	191	2876	128	1994	526	634	197	1354	430	3239	1311	238	454	864	556	3785	2755	1026	4502	881	654	2088	13110	895	2897	2961	2548	8396	756	392	162	389	15002	7872	14069
K00014	2901	22776	1771	5938	1094	9795	683	1492	515	2973	218	2387	619	653	228	1784	395	3078	2569	402	727	1165	1206	5622	3932	1407	4914	980	453	9854	13420	994	2777	3186	2751	8878	709	415	251	5399	10284	7319	10233
K00015	198	6955	709	339	80	586	171	274	56	671	46	524	485	414	131	941	139	379	233	100	211	301	158	1574	1112	662	2028	38	367	957	319	456	1595	882	1409	5249	43	249	53	18	3835	1455	1124
K00016	1157	7978	563	4851	288	17853	2734	2473	204	2463	33	1261	73	85	37	318	36	662	908	108	232	316	759	1883	1357	269	1447	57	109	3363	26235	2205	4200	5976	2694	7207	2783	1	202	6315	14961	6550	34194
K00018	1624	9805	828	3264	609	4709	52	95	218	650	3	897	277	281	98	735	285	2127	635	133	337	526	216	2164	1463	465	1851	242	118	1125	12560	551	1043	2186	1145	2485	654	103	137	158	4747	4397	6627
K00019	233	6751	494	361	77	444	353	221	62	953	37	895	413	357	186	1883	19	397	78	62	207	311	132	1453	1201	714	3012	21	240	834	538	248	2042	1360	1841	4700	16	345	42	2	1602	645	577
K00020	2229	29494	1732	6326	794	1598	836	704	334	2524	145	2373	951	810	322	2145	177	2905	246	281	497	1009	531	3405	2589	1191	5791	190	1326	3128	24675	1477	4015	4981	4439	12738	1243	518	196	171	14679	6478	4941
K00021	742	7742	329	2133	213	8323	59	84	109	589	9	233	344	329	106	1152	27	2229	141	100	265	307	208	996	780	514	1585	92	246	743	8427	433	1674	1663	1724	2080	513	167	47	22	1877	1348	2541
K00022	0	2	2	2	0	12	6	1	0	0	0	0	4	3	2	0	9	0	0	0	0	0	0	4	6	1	13	0	0	6	0	9	33	7	10	40	2	0	0	0	0	1	14
K00023	329	6354	324	930	170	294	213	235	25	848	18	705	241	224	90	683	112	1336	63	69	98	222	169	912	698	384	1846	72	78	646	5486	177	1093	1582	1246	3132	349	147	36	121	1796	1584	984
K00024	1776	17633	1418	3441	660	5479	1107	369	9636	2755	156	2477	635	644	225	1396	359	3144	973	272	425	853	567	2308	1689	826	4583	679	694	2205	11737	870	3049	3136	2720	8491	725	466	285	211	11662	6069	7887
K00025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	6	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K00027	2943	18371	881	8232	718	12631	1495	1895	445	2752	198	2363	390	421	138	1588	349	3697	1662	298	610	814	1003	3864	2703	918	3342	183	1074	3890	24206	913	1116	3247	2060	7463	992	37	230	471	6672	4720	4745
K00028	0	5	0	2	0	0	0	0	0	0	0	0	0	2	1	12	0	0	0	0	0	0	0	4	0	2	10	0	0	0	0	0	1	0	1	4	0	0	0	0	0	0	0
K00029	2561	21448	2594	4827	823	9138	554	245	359	3719	78	3889	1025	1239	401	2968	345	4578	1083	298	821	1029	649	4964	3805	1808	7356	1472	645	2588	19586	1432	5552	4460	4201	13239	852	568	449	211	15802	9864	15756
K00030	48	1455	40	301	6	1084	102	443	61	571	79	653	96	99	32	309	24	107	251	18	38	88	40	249	170	106	518	3	46	143	369	79	346	396	394	153	5	50	41	0	559	182	359
K00031	2952	33336	2757	6797	1006	9157	2667	1186	362	4440	171	5212	1439	1406	509	3795	652	5263	1663	558	875	1839	1003	6466	4479	2205	9668	938	1757	3685	26236	1746	6369	5929	5901	16146	1949	1186	428	504	17007	10629	13488
K00032	0	54	0	0	3	2	15	2	0	15	0	0	0	0	0	7	0	0	0	0	3	10	4	4	6	0	50	0	0	19	0	0	1	2	45	0	0	14	0	0	5	4	79
K00033	2561	22007	1378	5150	789	6572	1545	992	487	3630	96	1652	650	582	190	1152	232	2658	508	282	495	738	419	1625	1158	619	4937	280	416	1612	19404	1000	2300	2752	2084	7087	718	140	177	219	10148	3364	5107
K00034	483	6838	496	1298	188	9419	357	323	109	1665	105	587	405	304	118	696	23	1517	83	108	190	306	183	881	611	339	1646	145	327	1274	6629	381	1134	2480	1467	4039	384	199	18	0	3348	1599	481
K00035	32	955	137	49	0	87	72	15	14	594	0	195	13	29	6	5	0	15	2	0	16	0	2	82	41	9	211	163	28	490	28	0	33	44	16	146	0	46	13	0	60	159	291
K00036	1832	24006	1783	4518	475	7617	2488	1592	168	5577	239	2527	766	752	260	1822	220	2971	669	299	419	994	526	2038	1448	874	6958	275	1622	2458	10826	771	2852	3377	2899	10427	703	288	283	231	10532	4007	5291
K00038	150	6595	248	422	46	574	304	302	16	1327	455	500	416	377	148	1147	61	606	69	88	161	266	201	1290	976	490	3009	19	480	2397	595	441	1945	932	2339	3539	21	445	40	0	2924	842	202
K00039	23	684	96	16	6	98	63	42	0	145	0	43	21	10	4	44	0	0	0	12	17	29	3	69	51	35	164	0	0	48	6	5	145	87	117	321	0	21	0	0	10	0	54
K00040	1563	6863	348	3278	242	13030	378	611	315	2632	210	1367	34	45	21	213	60	2247	410	139	297	229	357	1128	899	207	883	196	18	702	2054	432	780	2171	1565	2591	927	87	125	173	4393	4364	7724
K00041	1503	6784	1102	3005	287	8734	229	589	127	1482	91	1196	0	1	6	32	46	57	687	105	193	542	308	637	494	106	184	184	0	717	0	397	189	51	40	268	0	0	53	0	6519	2469	9128
K00042	369	5112	427	881	109	5391	239	512	171	1092	133	957	303	253	141	727	0	317	199	97	107	366	135	850	581	339	1687	23	242	367	1241	219	1178	876	1077	4942	341	82	108	0	1748	1221	1434
K00043	45	1020	79	28	10	89	38	12	15	24	0	113	79	98	38	162	0	103	19	39	23	47	22	352	244	152	671	24	23	120	13	41	446	235	523	1847	0	47	18	0	1214	235	193
K00044	10	574	38	17	14	27	8	7	4	12	0	16	42	28	20	12	0	0	0	9	41	89	24	64	54	33	79	0	70	174	17	39	66	41	66	483	0	0	27	0	3	0	0
K00045	57	3489	255	113	34	262	176	28	0	665	53	265	105	85	25	169	3	82	4	26	38	114	46	704	395	206	669	176	205	881	66	114	601	325	543	1848	0	83	48	0	3486	805	643
K00046	970	12929	1194	1764	306	806	452	288	147	2397	52	1188	456	392	182	1295	149	1278	262	205	402	730	500	1632	1228	626	3508	59	581	1580	5017	546	2650	2481	2410	7768	453	267	76	200	10348	3896	7973
K00048	65	700	107	1182	4	3933	290	554	112	574	57	958	13	22	2	254	0	7	0	10	21	5	112	287	347	155	233	33	67	19	1933	13	36	108	17	51	6	0	14	0	26	0	8
K00049	0	51	3	0	1	0	11	0	0	14	0	5	4	4	2	28	0	3	3	2	5	1	12	10	13	5	5	0	0	4	0	0	131	5	3	11	0	11	0	0	0	0	0
K00050	14	236	37	13	7	91	24	6	0	406	0	56	25	36	18	28	0	5	0	1	1	6	13	33	28	12	80	0	35	74	10	4	40	22	54	381	0	0	0	0	111	6	27
K00051	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
K00052	2137	20581	1659	3992	835	7547	1231	649	394	2754	142	2854	830	780	260	1913	388	3014	1122	317	557	924	589	3700	2707	1203	5321	1012	783	2437	13749	995	3120	3621	3201	11791	820	297	308	354	12939	7675	12032
K00053	3144	23854	2165	5488	1539	10281	1987	996	301	3262	120	3467	790	746	339	2120	461	4011	1407	347	860	1250	883	3841	2615	1281	5751	962	674	2371	18199	1244	3732	4728	3845	11621	974	498	360	406	14051	8260	12451
K00054	143	1972	631	277	8	44	43	111	56	91	7	317	127	152	42	312	2	41	75	15	66	129	22	435	356	157	369	506	174	462	1260	43	705	152	366	684	66	41	44	9	1030	2587	528
K00055	15	1057	39	26	17	25	54	162	25	841	29	133	28	33	5	81	0	54	0	5	7	12	4	57	26	23	346	12	0	66	0	30	100	50	128	274	7	48	7	0	510	33	29
K00057	1985	18876	1503	7047	702	22757	3724	2875	266	3443	256	3168	714	802	230	2502	359	3470	2302	399	598	1155	1255	6090	4521	1733	5628	689	1588	7783	41187	3035	7905	9768	5845	15270	3401	704	8240	7350	31586	14533	49185
K00058	3032	31669	2816	6164	1011	10385	1848	1261	440	5016	360	4360	1217	1294	420	3388	660	5564	2884	466	857	1563	1317	7088	5412	1901	10440	1753	1382	6266	23431	1640	5641	4390	4845	20054	955	816	450	418	29253	15096	24292
K00059	8667	122158	8116	18991	2649	51570	5832	5744	1518	22468	1174	13324	4646	4675	1683	15847	1153	9429	5752	1542	3038	5735	3527	22186	16452	8650	34408	2274	4734	19820	55468	5222	24279	19407	24249	61634	4543	4788	1120	2511	61558	25804	37728
K00060	1236	11103	556	3776	491	5212	184	501	179	1270	69	1284	344	389	144	1593	37	2738	635	187	341	457	457	4925	3755	1363	2389	228	434	4828	9738	701	1930	2313	2001	7105	584	184	151	5480	10437	4216	10658
K00061	4	311	12	0	0	1	4	6	0	113	0	10	22	19	10	13	1	11	0	0	0	0	0	108	89	44	172	0	0	33	0	11	44	31	34	89	0	0	15	0	47	0	26
K00062	0	0	0	0	2	0	0	0	0	0	0	0	7	27	1	67	0	0	0	4	11	11	2	35	46	31	7	0	0	4	0	21	9	4	48	57	0	5	0	0	0	0	0
K00063	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	3
K00064	192	4114	481	164	42	235	180	235	45	1444	124	324	106	105	34	381	14	114	6	26	25	122	61	543	326	201	819	10	109	490	0	56	500	547	911	3254	18	33	44	0	1163	136	231
K00065	1260	14049	823	3832	504	10356	476	1136	179	2725	134	2148	523	476	177	1761	251	1505	526	178	374	662	454	2579	1888	844	3311	99	686	2880	8183	800	2671	2048	2632	8536	402	535	130	644	11486	4713	9476
K00066	87	1431	238	667	85	33	37	32	0	96	3	365	47	47	30	405	32	64	67	14	30	91	42	227	144	91	475	6	120	413	6845	13	360	204	282	678	10	10	0	0	1745	188	194
K00067	1276	14163	1362	2719	339	6242	363	576	103	1992	47	1809	402	433	123	1500	449	1435	1735	240	413	902	766	2854	2148	1109	2908	510	409	5099	4941	637	2501	1211	3374	6714	944	343	134	142	9662	7217	7654
K00068	86	1467	233	12	4	3273	15	94	62	347	0	73	55	31	21	44	0	3	2	4	9	182	20	1461	950	208	216	0	44	121	3296	29	199	61	130	343	26	27	0	109	6616	2764	8739
K00069	0	101	1	0	2	12	10	2	0	1	0	4	18	12	8	84	6	7	2	2	5	9	2	24	16	18	16	0	0	30	0	3	35	10	90	61	0	4	0	0	28	2	8
K00070	0	8	2	0	1	0	0	0	0	0	0	0	2	1	0	0	0	0	0	2	6	9	0	6	18	2	0	0	0	8	0	0	43	6	63	87	0	5	0	0	0	0	0
K00071	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0
K00073	50	657	76	64	12	32	34	11	20	222	10	106	45	29	27	127	59	373	214	58	26	58	115	221	191	44	119	9	18	110	0	30	283	123	365	1843	168	20	32	0	284	328	453
K00074	424	13989	986	593	124	2154	701	434	89	940	66	1307	425	345	122	1492	103	490	292	131	133	656	252	1654	1240	537	4228	548	519	1808	980	320	1994	1025	1973	6151	121	562	102	0	7172	4302	3163
K00075	1985	16417	1283	5634	435	10283	873	1275	433	2729	253	2602	449	496	156	1633	377	3301	2218	272	448	963	911	4530	3394	1216	4488	880	416	7395	17149	606	2583	3158	2595	8764	947	329	306	5523	13218	9304	15199
K00076	48	2953	167	196	19	117	127	35	0	174	7	198	249	189	72	588	15	59	306	32	99	154	98	685	643	344	802	21	40	472	466	146	1058	402	994	2168	9	198	12	21	2230	422	1156
K00077	3053	19578	1981	4385	761	10185	375	711	537	2649	181	1401	556	466	193	1311	36	1829	349	278	454	823	553	1606	1165	652	3894	565	249	1155	8576	792	1943	2621	2267	8014	576	139	122	190	3700	1871	2878
K00078	130	4330	517	624	10	3336	268	500	44	1293	79	447	123	80	49	201	47	376	440	20	52	268	48	617	494	176	1148	400	165	339	528	85	675	333	712	1340	27	31	34	90	1756	1569	512
K00079	31	487	31	18	3	22	22	22	0	3	10	23	38	45	12	161	16	10	4	0	3	22	15	141	90	58	172	2	4	88	0	21	222	97	182	722	10	44	5	0	17	24	14
K00081	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	4	3	0	0	0	3	0	7	0	5	0	13	0	0	0	0	0	0	0
K00082	4	1839	54	6	1	96	151	70	0	509	23	36	7	12	6	31	0	28	0	8	0	15	0	80	33	41	360	0	73	126	0	0	40	41	39	124	0	0	26	12	385	25	34
K00083	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
K00084	0	2	0	0	0	2	0	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	7	7	2	0	0	0	0	0	0	0	0	4	26	0	0	0	0	0	0	0
K00086	175	2180	75	219	5	993	40	122	13	121	39	0	4	9	8	21	4	2	33	9	70	252	224	6	17	10	152	5	0	21	0	3	43	21	54	80	0	22	0	639	76	197	52
K00087	281	8417	440	235	168	1293	126	230	416	439	187	627	476	401	168	1004	130	306	1003	107	144	387	316	897	655	412	2803	80	352	1075	4	295	787	852	1228	4397	49	32	35	7	8424	1921	5883
K00088	2538	31431	2295	8278	948	29834	5769	4229	562	6998	608	5459	984	1072	305	3814	531	4697	3610	537	826	2010	1810	9399	7033	2387	9449	1544	1430	12450	45313	2312	8095	9362	6517	15270	3939	561	13613	8555	22327	11726	18667
K00090	254	2270	125	666	9	3857	31	21	39	559	11	420	35	29	10	140	0	115	8	7	46	26	6	246	166	134	797	10	27	85	23	70	209	143	210	625	0	0	51	0	673	76	102
K00091	415	11860	838	1260	36	1194	298	413	42	1441	43	978	447	423	122	1695	57	748	709	168	351	1306	310	2085	1547	964	3543	1117	355	1366	1478	403	3065	965	2267	4996	76	528	86	208	6331	4240	4563
K00093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	3	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0
K00094	8	43	2	18	4	72	7	0	17	12	0	13	0	0	0	0	0	0	0	1	6	0	0	0	0	0	0	0	0	18	105	0	0	0	0	0	0	0	0	0	91	778	37
K00096	5	1182	26	156	0	1035	103	215	33	109	2	28	15	33	6	64	0	13	0	0	1	1	2	13	11	5	193	0	35	103	0	0	65	39	45	492	0	0	14	0	748	611	350
K00097	1658	12655	1149	3772	702	4784	131	188	186	1553	28	1946	387	394	111	1029	226	2651	1842	247	379	756	684	1610	1132	546	2703	608	453	1264	11377	676	2229	2617	1971	7386	734	251	195	262	10212	7584	8574
K00098	42	2122	172	89	26	153	71	40	0	1234	46	159	122	96	38	235	2	46	28	34	29	53	21	337	258	139	454	3	72	164	19	80	376	220	432	1197	0	68	8	0	1385	423	401
K00099	1692	17122	1035	5512	428	11714	817	1291	251	2694	153	2319	452	515	176	1816	481	3067	2560	287	526	1108	1079	5486	4173	1449	5075	490	557	7728	14221	792	2484	3035	2599	9040	841	350	192	7271	15870	7825	17554
K00100	20	803	24	590	0	956	22	206	8	27	12	230	5	1	1	36	2	0	165	0	4	3	61	1	0	1	10	12	0	0	0	0	43	146	109	415	0	10	13	0	4135	1648	4126
K00101	368	13990	978	1353	203	4996	779	200	17	2538	187	1321	696	649	195	1788	200	2466	264	190	253	535	327	2075	1508	879	2796	67	741	1628	13295	609	2823	2573	2470	6464	587	164	157	108	6849	3414	1458
K00102	936	10129	1570	971	188	3044	3369	2202	31	2754	3566	2165	1829	1628	1400	12134	4300	5085	3122	4366	4452	4073	5031	13663	13801	13248	9682	1590	4747	5583	9064	3595	37041	33180	43608	14790	1003	2056	102	0	12102	4828	5287
K00103	41	2267	107	69	8	328	229	82	0	553	33	169	149	164	29	448	16	64	19	21	38	93	66	514	364	198	1109	14	290	428	871	216	692	230	798	1640	0	137	30	0	1660	121	117
K00104	1681	22037	1211	4425	526	1887	899	678	371	2626	198	2041	650	632	249	1785	258	3674	696	211	517	526	349	1947	1474	882	5668	77	878	2772	18216	547	3036	4507	3747	8559	602	429	260	455	11693	6219	6446
K00105	8	123	0	0	4	4	5	84	0	9	0	0	13	17	4	53	0	0	0	19	24	24	19	83	61	37	26	0	29	4	0	30	86	32	106	131	2	66	0	0	11	0	5
K00106	4	178	11	2	9	0	0	0	38	0	5	20	8	3	2	18	0	7	0	14	25	18	75	2	12	3	56	2	2	42	0	0	14	45	38	153	0	13	0	0	37	6	55
K00107	6	43	5	10	0	4484	0	0	0	23	4	110	5	9	2	38	0	0	0	0	0	0	0	0	2	1	39	0	82	58	0	0	11	8	2	234	0	0	0	0	0	0	0
K00108	2244	35671	1773	4363	917	7812	1499	553	294	4856	330	3014	1113	925	595	2170	47	1249	251	286	679	1056	564	3558	2495	1452	7378	534	889	4254	13173	1168	4138	4773	5320	16184	1322	900	215	247	12954	5250	2438
K00109	56	1075	50	14	3	115	173	207	6	303	17	1737	48	40	86	5	48	167	62	95	65	81	89	20	18	14	177	0	45	132	1709	849	166	200	275	185	48	0	211	0	141	135	110
K00111	1605	23285	1573	5041	386	15345	1377	1225	198	4059	152	2889	660	697	284	2345	637	4963	1456	294	519	914	758	2686	2002	1026	6717	1462	1091	6697	18512	856	3515	3971	3501	14324	1010	383	244	600	15702	9794	15059
K00112	257	1979	128	829	23	4253	65	39	28	293	7	337	4	9	1	28	0	1266	0	3	33	9	23	43	21	13	154	12	0	41	23	103	79	43	151	3339	81	0	36	189	1726	1279	2424
K00113	249	3253	148	767	38	4360	78	45	62	258	15	397	292	413	106	1227	186	1696	60	48	108	177	138	1052	876	494	2220	54	172	360	17	287	1398	532	1373	4869	113	121	37	199	2086	221	993
K00114	220	6925	550	311	187	520	486	272	11	956	78	575	340	296	89	404	192	186	39	124	92	309	166	843	674	338	1681	58	158	607	179	324	859	659	709	3033	5	245	81	0	2428	1358	463
K00115	1	24	0	0	0	0	0	0	0	0	0	5	4	6	3	0	0	0	0	0	0	4	0	6	2	8	5	0	0	16	0	0	5	3	2	6	1	0	0	0	0	0	0
K00116	1048	6394	800	1313	211	10098	440	225	163	3018	9	521	67	98	39	0	175	85	524	30	166	21	66	119	91	32	578	0	0	305	4264	60	87	59	12	13	0	8	35	60	2358	561	1542
K00117	1850	7640	755	2373	490	8440	274	156	277	2623	14	1521	584	615	184	2539	68	458	82	214	549	627	306	3036	2215	1420	4413	48	554	1858	117	1138	3479	1615	3403	6486	72	460	34	0	6836	1641	1876
K00118	75	1252	195	117	29	74	63	49	0	262	26	676	53	68	39	352	0	29	122	16	36	109	24	277	236	130	518	4	243	315	10	14	307	136	261	1054	29	50	40	0	1857	1928	2436
K00121	1579	18526	863	3510	601	10272	1131	767	173	4379	241	2326	537	604	176	1478	67	1344	614	218	436	518	398	1794	1405	815	3846	221	793	1610	11939	1128	2514	3435	2870	8302	810	529	312	220	8157	2834	1988
K00122	172	9263	399	461	152	702	514	211	3	181	33	1056	966	977	366	3306	134	828	118	212	377	737	317	4175	3271	1990	6517	84	1232	1991	460	449	4922	1973	4541	10819	46	696	99	0	4295	696	520
K00123	5646	81897	3828	22652	2011	41864	2315	1845	546	11950	286	8993	2722	2643	938	5842	1069	13482	2798	799	1393	2295	1362	7457	5460	3020	17649	1899	2609	6195	63956	3337	9640	20546	11346	30814	4224	952	1170	1166	39236	18819	25711
K00124	687	9416	603	1547	265	4721	334	243	98	2882	49	1335	431	499	145	978	343	1665	383	139	203	352	236	1247	1020	587	3440	80	458	512	6159	371	1844	2517	2121	4240	277	262	127	195	3375	2978	3695
K00125	55	272	69	0	4	5	0	0	7	0	0	0	51	101	13	0	5	86	39	1	41	5	19	4	24	5	161	3	0	0	0	0	14	14	1	58	0	0	0	0	394	832	725
K00126	16	661	34	9	2	40	29	20	0	69	0	50	18	12	2	86	0	21	4	6	16	23	17	157	98	47	154	0	0	10	4	20	188	80	168	232	0	42	0	0	9	86	8
K00127	823	7339	432	2457	243	3741	140	221	111	2282	53	1263	193	279	81	646	193	1961	379	122	182	203	161	884	559	350	2170	52	169	534	9111	293	1030	3177	1201	3797	543	129	185	155	3349	1441	1985
K00128	1391	31007	2539	2546	171	1982	2030	750	251	4054	207	3932	1533	1569	617	5673	179	1920	376	305	633	1197	568	6724	5372	2608	12923	1032	2310	5304	22349	1587	8134	3572	8114	20328	380	1750	352	144	25301	9234	13224
K00129	7	960	39	6	2	186	120	69	0	243	52	23	76	76	20	306	24	23	0	5	15	37	32	373	239	141	287	15	130	178	0	46	378	130	374	498	6	13	18	0	778	147	190
K00130	1376	18612	766	2993	629	6802	1206	846	258	2386	48	919	99	88	59	436	8	344	55	74	264	181	250	555	428	236	3049	245	447	1779	15812	468	906	2128	1602	2765	671	301	120	0	6378	2355	753
K00131	76	1265	490	1289	1	2422	235	405	0	977	27	680	38	82	32	178	0	89	6	14	42	34	66	380	188	101	440	36	54	175	781	38	496	1447	984	9152	31	123	12918	950	111	403	3992
K00132	1	157	3	76	0	1211	32	245	0	28	20	134	0	0	0	352	2	23	847	0	1	26	8	97	102	22	170	4	9	143	0	0	42	93	69	189	96	0	0	10	4365	2687	3341
K00133	2553	24891	1589	7442	805	14058	1043	1062	368	3094	251	3396	719	631	216	2145	466	4769	2263	342	702	1207	1172	5229	4020	1331	5250	803	617	8457	20833	1098	3340	4054	3175	14174	1360	463	283	615	16387	10958	16196
K00134	3787	37710	2861	11717	1895	29153	4605	3503	320	6366	283	5664	1381	1423	473	3707	581	7037	2799	614	1178	2080	1694	8436	6608	2774	7741	1616	1064	9027	61559	3660	10326	13639	8507	24609	4648	1276	885	7184	36828	19124	47670
K00135	2502	41056	2601	5303	678	12370	2148	1195	300	7148	196	3561	831	952	318	2161	379	7825	847	301	692	985	683	3492	2676	1325	9108	972	916	3964	31557	1433	4114	6267	4261	10459	1184	693	425	192	14925	5676	6830
K00137	125	1408	114	59	0	4680	177	47	84	556	7	228	14	7	17	30	0	212	8	0	0	4	6	38	28	12	1478	5	255	133	0	9	40	38	117	689	0	0	9	0	1746	18	39
K00138	287	12452	880	1559	97	6801	1173	567	21	2431	75	1054	170	195	38	781	33	1959	147	73	92	268	201	1149	851	449	1592	36	158	673	12005	277	1313	2157	1339	1699	634	245	32	83	2838	1644	686
K00139	4	6	0	0	0	0	0	0	0	0	0	0	0	5	10	5	0	0	0	0	0	0	0	0	2	2	12	38	0	2	344	0	16	5	2	0	0	0	0	0	0	0	3
K00140	1386	33622	1187	4490	454	1903	1141	802	284	2911	94	2993	493	409	150	1421	300	2442	697	187	441	554	501	1445	1165	588	6795	362	786	2836	21382	767	2406	4966	2663	5796	637	360	144	28	8540	4121	4668
K00141	50	1658	100	11	2	154	135	41	7	607	56	189	15	24	6	63	2	9	2	1	2	5	8	37	24	12	355	2	0	10	0	33	73	55	20	56	0	0	7	0	147	4	21
K00142	0	48	0	0	0	4	4	6	0	0	0	0	7	4	4	5	0	0	0	0	0	0	0	18	8	12	4	0	8	8	24	0	11	9	40	6	0	7	0	0	0	0	14
K00143	0	46	2	22	0	0	0	40	0	0	0	41	21	13	2	31	15	0	0	0	0	0	0	52	71	30	126	0	0	15	0	0	14	5	46	46	13	0	0	0	576	130	11
K00145	1567	16902	1283	3666	669	5527	650	470	184	2311	72	2169	550	571	162	1108	418	2757	1148	211	444	458	485	3281	2115	1056	3891	606	471	1810	12709	859	2386	2730	2357	5734	762	396	177	286	12229	6673	11376
K00146	74	2549	110	708	4	265	270	66	43	1387	98	611	27	27	5	427	17	1138	58	2	9	29	28	208	172	98	663	3	7	286	8959	107	238	118	612	1435	0	151	3	0	974	99	80
K00147	1854	19004	1488	4327	449	7259	735	642	211	3305	170	2412	609	740	233	1414	383	3029	1156	227	463	787	662	3930	2788	1015	4448	298	395	2311	13996	1024	2580	3520	2479	7980	704	414	248	327	14588	6576	13000
K00148	4	4355	105	35	1	296	324	318	4	723	75	23	4	0	0	0	1	0	2	1	4	0	6	2	6	1	200	7	0	35	0	0	13	120	4	76	0	2	27	0	0	0	73
